"time","J1_w","J2_w","J3_w","J4_w"
0.663,4.556145386992353,3.259142694747898,2.630000000000002,1.24081241198923e-17
0.666,4.562945467468785,3.249277228429136,2.660000000000002,1.301074393720876e-17
0.669,4.568461932057232,3.239327777486249,2.690000000000001,1.555741831894303e-17
0.672,4.572471286753888,3.229294057176624,2.720000000000002,1.89946022367627e-17
0.675,4.574764205266379,3.219175783969767,2.750000000000002,2.216421855769313e-17
0.678,4.575142822113288,3.208972675138579,2.780000000000002,2.52531552286053e-17
0.681,4.573430717356183,3.198684449425996,2.810000000000002,2.746671559914631e-17
0.6840000000000001,4.569466013733539,3.188310826674334,2.840000000000002,2.888241340071826e-17
0.6870000000000001,4.563099982300869,3.177851527742857,2.870000000000002,3.104772454426448e-17
0.6900000000000001,4.554223814528651,3.167306275159301,2.900000000000003,3.274169694436905e-17
0.6930000000000001,4.542748104382739,3.156674792539108,2.930000000000002,3.385619115588972e-17
0.6960000000000001,4.528611159622893,3.145956804755904,2.960000000000002,3.432718400605565e-17
0.6990000000000001,4.511732406935373,3.135152037431053,2.990000000000002,3.429819335195166e-17
0.7020000000000001,4.492107835697029,3.124260217933847,3.020000000000002,3.383784729719347e-17
0.705,4.469750486406856,3.113281074733692,3.050000000000002,3.314385413538843e-17
0.708,4.444701689573822,3.102214337504752,3.08,3.252488846605297e-17
0.711,4.416513913847237,3.100521018511736,3.100521018511738,3.23663925003251e-17
0.714,4.386110445130416,3.109896687444429,3.109896687444431,3.212461611453219e-17
0.717,4.353422554509828,3.119231220384148,3.11923122038415,3.214033690138123e-17
0.72,4.318404762803127,3.128521277840565,3.128521277840567,3.237759841163139e-17
0.723,4.281194072467009,3.137767208754827,3.137767208754829,3.582954495172309e-17
0.726,4.241919094006384,3.146967958323307,3.146967958323309,3.899470894613347e-17
0.729,4.200769470199909,3.156123102059698,3.1561231020597,3.928582140151303e-17
0.732,4.158005541117469,3.165234121525505,3.165234121525507,3.998164065676926e-17
0.735,4.113831191603542,3.17430053302784,3.174300533027842,3.819147347636377e-17
0.738,4.068463752401698,3.183321937717395,3.183321937717397,3.118570941816107e-17
0.741,4.022169717649866,3.19229816654518,3.192298166545181,2.479920597848333e-17
0.744,3.975182262981632,3.201228957097956,3.201228957097958,1.924807815621448e-17
0.747,3.927748661082746,3.210114133365312,3.210114133365313,1.499111763560306e-17
0.75,3.880135730309033,3.218953726689572,3.218953726689574,1.02066499271623e-17
0.753,3.832598530387449,3.227747642425784,3.227747642425786,4.507584985161315e-18
0.756,3.785415529352144,3.236495674949158,3.23649567494916,-1.076427701529329e-18
0.759,3.738850752169322,3.245197685106915,3.245197685106917,-6.366218033498443e-18
0.762,3.693166611608584,3.253853577272714,3.253853577272716,-1.170854231711809e-17
0.765,3.648594162182172,3.262463223141999,3.262463223142001,-1.807851227548986e-17
0.768,3.605389885095638,3.2710264995692,3.271026499569202,-2.573959361149088e-17
0.771,3.563797409184898,3.27954328101923,3.279543281019232,-3.526677856140575e-17
0.774,3.523969798005067,3.288013460492119,3.288013460492121,-4.161791635988775e-17
0.777,3.486167448409263,3.296436910740468,3.29643691074047,-4.60282573848474e-17
0.78,3.450616850041258,3.30481351076699,3.304813510766992,-4.778226661012151e-17
0.783,3.417408058129523,3.313143143375199,3.313143143375201,-4.777116896335603e-17
0.786,3.386730047992953,3.321425688612886,3.321425688612888,-4.572122788079907e-17
0.789,3.358739432254174,3.329661027429404,3.329661027429406,-4.17398355942252e-17
0.792,3.336474682073868,3.33647468207387,3.336474682073872,-3.779350562611303e-17
0.795,3.334706212301682,3.334706212301684,3.334706212301686,-3.779350562611303e-17
0.798,3.33383503788431,3.333835037884311,3.333835037884313,-3.779350562611303e-17
0.801,3.333830041644,3.333830041644002,3.333830041644004,-3.779350562611303e-17
0.804,3.334691223580755,3.334691223580756,3.334691223580758,-3.779350562611303e-17
0.8070000000000001,3.336418583694573,3.336418583694575,3.336418583694576,-3.779350562611303e-17
0.8100000000000001,3.339017214245128,3.33901721424513,3.339017214245132,-3.779350562611303e-17
0.8130000000000001,3.342522418183345,3.342522418183347,3.342522418183349,-3.779350562611303e-17
0.8160000000000001,3.346868488056948,3.34686848805695,3.346868488056951,-3.779350562611303e-17
0.8190000000000001,3.351988272158077,3.351988272158079,3.35198827215808,-3.779350562611303e-17
0.8220000000000001,3.357906980849097,3.357906980849099,3.357906980849101,-3.779350562611303e-17
0.8250000000000001,3.364577376891754,3.364577376891755,3.364577376891757,-3.779350562611303e-17
0.8280000000000001,3.371883879264622,3.371883879264624,3.371883879264626,-3.779350562611303e-17
0.8310000000000001,3.379827428562222,3.379827428562224,3.379827428562226,-3.779350562611303e-17
0.834,3.390602725541021,3.387358079105301,3.387358079105303,-3.659277880104885e-17
0.837,3.402621381419047,3.394821735810103,3.394821735810105,-3.647542875209786e-17
0.84,3.41582339180677,3.402237230295,3.402237230295002,-3.705948280858913e-17
0.843,3.429979045248374,3.409603748887024,3.409603748887026,-3.80947970061811e-17
0.846,3.444866353041816,3.416920745283667,3.416920745283668,-3.685405282386687e-17
0.849,3.460221037003895,3.424188295439345,3.424188295439347,-3.438559405252418e-17
0.852,3.475770377911225,3.431406326138596,3.431406326138597,-3.157477775005292e-17
0.855,3.491244291228481,3.438574737766046,3.438574737766047,-2.95939275925678e-17
0.858,3.506376731929721,3.44569342648089,3.445693426480892,-2.922845269517748e-17
0.861,3.520908346973181,3.452762293197214,3.452762293197215,-3.024414861821914e-17
0.864,3.534583374252935,3.459781236593024,3.459781236593026,-3.231423993699352e-17
0.867,3.547156411635807,3.466750154975785,3.466750154975787,-3.413041315311072e-17
0.87,3.558388679822078,3.473668947981725,3.473668947981727,-3.490770813326003e-17
0.873,3.568062289026535,3.480537518733896,3.480537518733898,-3.505981532291741e-17
0.876,3.575968997663911,3.487355771108861,3.487355771108863,-3.500398795904554e-17
0.879,3.58191611399163,3.494123606645237,3.494123606645239,-3.448000566401501e-17
0.882,3.585729044833438,3.500840927287548,3.50084092728755,-3.350367980582767e-17
0.885,3.587255211858302,3.507507638290666,3.507507638290668,-3.314682876768048e-17
0.888,3.586362684400314,3.514123645256908,3.51412364525691,-3.269355263089723e-17
0.891,3.582943610559155,3.520688853871376,3.520688853871378,-3.258802898368404e-17
0.894,3.576912179070347,3.527203170840098,3.5272031708401,-3.286376375096028e-17
0.897,3.568201422564651,3.533666503841893,3.533666503841895,-3.369839728150437e-17
0.9,3.55677714252751,3.540078761175733,3.540078761175734,-3.476397393591658e-17
0.903,3.542215820095353,3.531431822197207,3.531431822197209,0.03000000000000043
0.906,3.525358531005665,3.522741395115936,3.522741395115938,0.06000000000000005
0.909,3.511069106054459,3.51106910605446,3.511069106054462,0.09000000000000087
0.912,3.497794143099326,3.497794143099327,3.497794143099329,0.1200000000000003
0.915,3.483692659978926,3.483692659978927,3.483692659978928,0.1500000000000005
0.918,3.468752842572304,3.468752842572305,3.468752842572306,0.1800000000000005
0.921,3.453020809476613,3.453020809476614,3.453020809476616,0.2100000000000009
0.924,3.436539422700395,3.436539422700396,3.436539422700398,0.2400000000000005
0.927,3.419348609588731,3.419348609588732,3.419348609588734,0.2700000000000006
0.93,3.401531721885173,3.401531721885174,3.401531721885176,0.3000000000000007
0.9330000000000001,3.383173717403204,3.383173717403205,3.383173717403206,0.3300000000000007
0.9360000000000001,3.364342274541344,3.364342274541345,3.364342274541347,0.360000000000001
0.9390000000000001,3.345112075462304,3.345112075462305,3.345112075462306,0.3900000000000011
0.9420000000000001,3.325560713627653,3.325560713627654,3.325560713627656,0.4200000000000007
0.9450000000000001,3.305786639367657,3.305786639367658,3.30578663936766,0.4500000000000007
0.9480000000000001,3.285866087270389,3.28586608727039,3.285866087270391,0.4800000000000008
0.9510000000000001,3.265882409526161,3.265882409526162,3.265882409526164,0.5100000000000009
0.9540000000000001,3.245925656339981,3.245925656339982,3.245925656339983,0.5400000000000009
0.9570000000000001,3.226080364361169,3.22608036436117,3.226080364361172,0.570000000000001
0.96,3.20643384071911,3.206433840719111,3.206433840719113,0.600000000000001
0.963,3.187068123930487,3.187068123930488,3.18706812393049,0.6299999999999997
0.966,3.168069110116519,3.168069110116519,3.168069110116521,0.6599999999999997
0.969,3.149522802740007,3.149522802740008,3.14952280274001,0.6899999999999997
0.972,3.131514636536228,3.131514636536229,3.131514636536231,0.7199999999999998
0.975,3.114085597334436,3.114085597334437,3.114085597334439,0.7499999999999993
0.978,3.097302674963206,3.097302674963207,3.097302674963208,0.7799999999999994
0.981,3.081238809699056,3.081238809699057,3.081238809699059,0.8099999999999994
0.984,3.065954889240879,3.06595488924088,3.065954889240881,0.8399999999999994
0.987,3.051508627822856,3.051508627822857,3.051508627822859,0.8699999999999994
0.99,3.03792006535989,3.037920065359891,3.037920065359892,0.9000000000000001
0.993,3.025225414474817,3.025225414474817,3.025225414474819,0.9300000000000002
0.996,3.013460629796305,3.013460629796306,3.013460629796308,0.9600000000000002
0.999,3.002646578097218,3.002646578097218,3.00264657809722,0.9900000000000002
1.002,2.993950642921265,2.992367942313104,2.992367942313106,1.02
1.005,2.988199196136732,2.981938497948994,2.981938497948996,1.049999999999999
1.008,2.985247917661185,2.971456901309859,2.971456901309861,1.079999999999998
1.011,2.985123518592817,2.960921472959481,2.960921472959483,1.109999999999998
1.014,2.987762292720348,2.950332058978636,2.950332058978637,1.139999999999999
1.017,2.993073482801266,2.939688587076349,2.939688587076351,1.169999999999999
1.02,3.000921801928079,2.92899089224036,2.928990892240362,1.2
1.023,3.011172715275936,2.918239014993112,2.918239014993114,1.229999999999999
1.026,3.023668475157221,2.907433005993114,2.907433005993115,1.26
1.029,3.03820024801371,2.896572616798172,2.896572616798174,1.289999999999999
1.032,3.054572223986851,2.885657844926611,2.885657844926613,1.319999999999998
1.035,3.072564352318328,2.874688625816345,2.874688625816347,1.35
1.038,3.091948225654424,2.86366490248309,2.863664902483092,1.379999999999999
1.041,3.112478992201626,2.852586620114236,2.852586620114238,1.410000000000001
1.044,3.133907447310224,2.84145372475939,2.841453724759392,1.44
1.047,3.155973349971443,2.830266165921875,2.830266165921877,1.470000000000001
